BLOCK,TREATMENT,SPECIES,1999_06,1999_09,2000_02,2000_06,2001_01,2001_06,2002_02,2002_06,2003_02,2003_06,2004_02,2004_06,2005_02,2005_06,2006_03,2006_06,2007_02,2007_06,2008_02,2008_06,2009_02,2009_06,2010_01,2010_06,2011_06,2012_06,2013_06,2014_06,2015_06,2016_06,2017_06,2018_06,2019_06,2020_06
CENTRAL,MW,Digitaria_milanjiana,0,0,0,0,0,1,0,0,0,0,1,0,1,1,12,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0
NORTH,MW,Digitaria_milanjiana,0,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SOUTH,MW,Digitaria_milanjiana,0,0,0,0,0,0,0,0,2,2,2,0,8,3,12,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0
CENTRAL,MWC,Digitaria_milanjiana,0,0,0,0,0,0,0,0,2,2,2,9,8,7,16,0,0,0,0,2,0,0,0,6,8,0,0,0,28,0,0,2,2,4
NORTH,MWC,Digitaria_milanjiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,0,2,2,0,0
SOUTH,MWC,Digitaria_milanjiana,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,0,0,12,0,0,4,0,0,6,4,0,20,0,0,12,6,0
CENTRAL,O,Digitaria_milanjiana,0,0,0,0,0,0,0,0,0,0,14,3,26,16,18,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
NORTH,O,Digitaria_milanjiana,0,0,0,0,0,0,0,0,0,0,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Digitaria_milanjiana,0,0,0,0,0,0,4,0,4,4,2,0,1,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
CENTRAL,W,Digitaria_milanjiana,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
NORTH,W,Digitaria_milanjiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0
SOUTH,W,Digitaria_milanjiana,0,0,0,0,0,0,0,0,5,5,10,2,6,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CENTRAL,WC,Digitaria_milanjiana,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0
NORTH,WC,Digitaria_milanjiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,4,0,0,2,2,0
SOUTH,WC,Digitaria_milanjiana,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,8,0,0,0,2,0,0,2,0,0,4,2,0,2,8,0,0,2,0
CENTRAL,C,Dinebra_retroflexa,0,0,0,0,0,10,0,0,0,0,0,1,0,3,0,6,0,0,0,2,0,0,16,6,0,0,0,0,14,0,0,16,2,0
NORTH,C,Dinebra_retroflexa,0,0,0,0,0,5,3,9,0,0,0,0,0,4,0,8,0,0,0,18,0,0,36,2,6,0,0,0,8,0,2,10,2,0
SOUTH,C,Dinebra_retroflexa,0,0,0,0,0,5,0,0,13,13,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Dinebra_retroflexa,0,0,0,0,0,24,0,2,1,1,4,1,0,3,0,2,6,2,0,4,0,0,14,8,8,0,0,0,20,0,0,20,0,0
NORTH,MW,Dinebra_retroflexa,0,0,0,0,0,6,2,7,0,0,0,1,0,2,0,0,4,0,0,2,0,0,2,12,8,0,0,0,26,0,0,46,0,0
SOUTH,MW,Dinebra_retroflexa,0,0,0,0,0,18,0,0,0,0,0,0,10,1,0,4,0,0,0,4,0,0,16,16,6,0,0,0,6,0,0,12,0,0
CENTRAL,MWC,Dinebra_retroflexa,0,0,0,0,0,38,3,2,0,0,0,7,0,2,0,14,2,0,0,4,0,0,56,28,4,0,2,0,32,4,2,50,20,0
NORTH,MWC,Dinebra_retroflexa,0,0,0,0,0,16,1,1,0,0,0,1,0,8,0,6,4,0,0,0,2,0,8,8,14,0,0,0,32,0,10,22,10,2
SOUTH,MWC,Dinebra_retroflexa,0,0,0,0,0,28,3,1,0,0,0,0,0,0,0,14,0,2,4,6,0,0,32,8,0,0,0,0,10,0,0,18,10,4
CENTRAL,O,Dinebra_retroflexa,0,0,0,0,0,3,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,16,12,0,0,0,8,2,0,0,0,0
NORTH,O,Dinebra_retroflexa,0,0,0,0,0,3,8,3,0,0,0,3,0,6,0,2,0,0,0,0,2,0,12,0,2,0,0,0,2,0,0,2,0,0
SOUTH,O,Dinebra_retroflexa,0,0,0,0,0,14,0,0,0,0,1,8,0,0,0,0,0,0,0,6,0,0,2,10,2,0,0,0,8,0,0,0,0,0
CENTRAL,W,Dinebra_retroflexa,0,0,0,0,0,11,1,0,0,0,0,0,76,1,0,0,2,0,0,2,0,2,10,2,0,0,0,0,16,0,0,4,2,0
NORTH,W,Dinebra_retroflexa,0,0,0,0,0,1,0,2,1,1,0,2,0,0,0,0,0,0,0,2,0,0,40,8,4,0,0,0,2,0,0,8,0,0
SOUTH,W,Dinebra_retroflexa,0,0,0,0,0,36,7,2,1,1,0,0,56,1,0,6,6,0,1,2,0,0,22,20,6,0,0,0,10,0,0,20,0,2
CENTRAL,WC,Dinebra_retroflexa,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,34,0,2,0,0,0,6,0,2,0,0,0
NORTH,WC,Dinebra_retroflexa,0,0,0,0,0,11,1,6,0,0,1,53,0,4,2,18,0,0,0,4,0,0,74,12,6,0,2,0,24,0,2,20,0,0
SOUTH,WC,Dinebra_retroflexa,0,0,0,0,0,23,1,3,0,0,0,0,0,2,0,4,2,0,0,8,0,0,26,0,0,2,0,0,12,0,0,0,4,0
CENTRAL,C,Dyscoriste_radicans,44,44,24,13,18,8,30,38,30,30,48,61,1,6,0,4,2,6,8,0,2,0,0,0,4,0,8,0,18,0,0,2,0,0
NORTH,C,Dyscoriste_radicans,2,2,1,0,3,0,7,0,3,3,1,4,1,2,0,0,0,10,0,0,2,0,2,4,8,4,2,10,12,2,0,0,0,2
SOUTH,C,Dyscoriste_radicans,0,0,0,0,0,0,5,4,2,2,2,8,3,6,0,2,2,2,4,10,2,0,0,0,0,0,0,0,8,4,0,2,0,6
CENTRAL,MW,Dyscoriste_radicans,6,6,3,1,5,5,14,18,6,6,15,13,0,4,0,2,10,4,6,0,2,0,0,0,6,2,2,10,0,0,0,0,2,2
NORTH,MW,Dyscoriste_radicans,19,19,13,3,9,2,22,20,8,8,20,27,2,2,0,10,6,2,6,0,0,0,2,2,0,2,2,8,2,4,6,2,0,4
SOUTH,MW,Dyscoriste_radicans,15,15,9,1,5,12,8,3,1,1,8,11,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,6,0,8,2,4,2,2
CENTRAL,MWC,Dyscoriste_radicans,16,16,9,1,10,7,29,22,31,31,27,33,2,4,0,0,4,6,6,8,2,4,4,4,12,4,4,6,2,8,0,0,0,4
NORTH,MWC,Dyscoriste_radicans,9,9,0,1,1,1,2,2,2,2,4,3,1,3,0,2,2,2,4,0,0,0,0,0,0,2,14,0,2,6,0,0,4,2
SOUTH,MWC,Dyscoriste_radicans,23,23,4,2,3,27,22,30,31,31,26,24,3,0,2,0,2,4,0,4,0,0,6,2,6,0,4,0,8,0,0,2,8,6
CENTRAL,O,Dyscoriste_radicans,11,11,18,5,11,18,34,13,22,22,19,27,0,4,0,2,2,10,18,10,0,2,14,0,4,4,2,12,0,0,2,0,0,0
NORTH,O,Dyscoriste_radicans,1,1,0,1,2,1,4,1,2,2,1,4,2,0,0,0,8,10,4,14,8,4,2,0,8,4,0,4,2,4,0,0,0,0
SOUTH,O,Dyscoriste_radicans,6,6,4,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,2,4,2,0,0,0,0,2,0,8,0,0,2,4,4,0
CENTRAL,W,Dyscoriste_radicans,34,34,20,11,27,31,40,38,15,15,33,58,0,2,0,0,2,4,10,4,4,4,0,0,2,0,0,8,4,2,0,0,0,0
NORTH,W,Dyscoriste_radicans,23,23,27,4,6,20,13,19,13,13,16,46,1,1,6,0,4,2,14,4,0,2,0,2,6,0,2,2,4,6,0,0,0,0
SOUTH,W,Dyscoriste_radicans,8,8,7,3,0,0,1,13,4,4,5,4,0,2,2,4,14,6,8,0,2,0,0,4,6,0,0,6,2,4,2,0,0,0
CENTRAL,WC,Dyscoriste_radicans,10,10,0,0,1,3,2,2,0,0,1,2,1,1,0,0,2,2,2,0,2,0,0,0,2,4,6,14,14,0,4,10,0,8
NORTH,WC,Dyscoriste_radicans,7,7,8,1,1,2,4,4,2,2,12,12,0,0,0,0,6,0,6,2,0,2,8,0,2,2,2,6,2,2,2,2,0,4
SOUTH,WC,Dyscoriste_radicans,12,12,5,1,5,21,0,11,13,13,8,21,0,2,0,4,6,0,0,0,2,0,0,0,0,0,0,0,2,4,2,2,0,10
CENTRAL,C,Eragrostis_spp,0,0,0,0,0,1,4,0,0,0,19,1,1,0,0,0,2,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0
NORTH,C,Eragrostis_spp,0,0,0,0,0,1,8,0,0,0,19,0,3,0,0,0,4,0,0,2,4,0,4,2,0,0,2,0,0,0,0,0,6,0
SOUTH,C,Eragrostis_spp,0,0,0,0,0,0,19,2,6,6,36,9,3,1,6,0,2,0,4,0,2,0,18,20,2,0,0,4,0,0,0,0,0,4
CENTRAL,MW,Eragrostis_spp,4,4,0,0,0,0,3,0,0,0,20,6,0,0,0,0,8,0,0,0,0,0,4,6,2,0,0,0,0,0,0,0,0,6
NORTH,MW,Eragrostis_spp,0,0,0,0,0,0,2,2,0,0,7,1,2,2,8,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Eragrostis_spp,0,0,0,0,0,5,11,0,0,0,27,1,3,1,0,0,0,12,0,0,2,0,8,34,6,0,6,0,18,2,0,12,0,0
CENTRAL,MWC,Eragrostis_spp,0,0,0,0,0,0,3,0,0,0,19,7,3,8,0,0,0,0,0,0,0,0,2,26,4,0,2,0,24,2,0,0,0,0
NORTH,MWC,Eragrostis_spp,0,0,0,0,0,0,0,0,4,4,7,11,7,3,0,0,2,0,0,0,2,0,12,30,4,4,4,16,6,6,0,2,0,8
SOUTH,MWC,Eragrostis_spp,4,4,0,0,0,6,30,7,12,12,38,43,52,56,22,2,26,6,8,8,18,0,38,18,40,22,20,4,44,10,0,64,0,2
CENTRAL,O,Eragrostis_spp,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NORTH,O,Eragrostis_spp,0,0,0,0,0,0,2,0,4,4,30,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
SOUTH,O,Eragrostis_spp,0,0,0,0,0,0,8,2,0,0,66,3,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0,0,0,0,0
CENTRAL,W,Eragrostis_spp,0,0,0,0,0,0,1,2,0,0,13,0,0,1,0,0,0,0,0,0,0,0,4,44,0,0,0,0,4,0,0,0,0,0
NORTH,W,Eragrostis_spp,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,2,2,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Eragrostis_spp,0,0,0,0,0,3,14,2,1,1,25,2,0,0,0,0,0,0,0,0,4,8,22,46,4,10,2,0,2,0,0,4,0,0
CENTRAL,WC,Eragrostis_spp,0,0,0,0,0,0,7,1,0,0,17,6,7,1,0,0,12,4,0,2,0,0,4,16,0,8,0,2,20,2,0,0,6,2
NORTH,WC,Eragrostis_spp,0,0,0,0,0,5,8,0,0,0,15,9,4,0,0,0,0,0,0,0,0,0,8,12,0,2,4,0,8,0,0,2,0,4
SOUTH,WC,Eragrostis_spp,0,0,0,0,0,5,20,5,2,2,59,45,37,44,14,0,10,4,0,4,0,0,26,30,16,16,12,4,14,8,0,10,0,6
CENTRAL,C,Euphorbia_inaequilatera,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Euphorbia_inaequilatera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Euphorbia_inaequilatera,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Euphorbia_inaequilatera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
NORTH,MW,Euphorbia_inaequilatera,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Euphorbia_inaequilatera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Euphorbia_inaequilatera,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,2,2,0,0,0,2,0,0,0,2,0,4,0,0,0
NORTH,MWC,Euphorbia_inaequilatera,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0
SOUTH,MWC,Euphorbia_inaequilatera,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0
CENTRAL,O,Euphorbia_inaequilatera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,O,Euphorbia_inaequilatera,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Euphorbia_inaequilatera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
CENTRAL,W,Euphorbia_inaequilatera,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0
NORTH,W,Euphorbia_inaequilatera,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Euphorbia_inaequilatera,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Euphorbia_inaequilatera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,2,0,0
NORTH,WC,Euphorbia_inaequilatera,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0
SOUTH,WC,Euphorbia_inaequilatera,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,2,0,0,2,0,0
CENTRAL,C,Evolvulus_alsinoides,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,0,18,0,2,2,2,0
NORTH,C,Evolvulus_alsinoides,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,20,2,2,0,0,0,2,0,0,0,0,0
SOUTH,C,Evolvulus_alsinoides,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,24,0,0,4,2,0
CENTRAL,MW,Evolvulus_alsinoides,0,0,0,0,0,35,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,22,18,0,0,0,0,2,0,0,2,0,0
NORTH,MW,Evolvulus_alsinoides,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,58,6,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Evolvulus_alsinoides,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,2,0,0
CENTRAL,MWC,Evolvulus_alsinoides,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,2,34,8,0,0,2,0,18,0,0,0,0,0
NORTH,MWC,Evolvulus_alsinoides,0,0,0,0,0,23,1,0,0,0,0,0,0,1,0,10,6,0,0,6,0,6,52,18,6,0,0,0,8,0,2,6,2,0
SOUTH,MWC,Evolvulus_alsinoides,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,4,0,0,14,0,0
CENTRAL,O,Evolvulus_alsinoides,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,2,0
NORTH,O,Evolvulus_alsinoides,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Evolvulus_alsinoides,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Evolvulus_alsinoides,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,54,8,0,0,0,0,10,0,0,4,2,0
NORTH,W,Evolvulus_alsinoides,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Evolvulus_alsinoides,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,2,0
CENTRAL,WC,Evolvulus_alsinoides,0,0,0,0,0,39,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,78,2,4,0,0,0,38,0,0,10,4,0
NORTH,WC,Evolvulus_alsinoides,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,80,14,2,0,0,0,0,0,0,0,0,0
SOUTH,WC,Evolvulus_alsinoides,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,6,4,0,0,0,14,0,4,12,0,0
CENTRAL,C,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CENTRAL,MWC,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,O,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
NORTH,O,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
CENTRAL,W,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,W,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CENTRAL,WC,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,WC,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Fern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,C,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
NORTH,C,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SOUTH,C,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
CENTRAL,MW,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
NORTH,MW,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
CENTRAL,MWC,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
SOUTH,MWC,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,O,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NORTH,O,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
NORTH,W,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0
SOUTH,W,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
CENTRAL,WC,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
NORTH,WC,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0
SOUTH,WC,Gutenbergia_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0
CENTRAL,C,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,O,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,O,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,W,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Harpachne_schimperi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
